time,value
1607817600.0,16.8
1607817600.0,16.8
1607817600.0,16.8
1607818500.0,16.9
1607819400.0,17
1607820300.0,17.1
1607821200.0,17.2
1607822100.0,17.1
1607823000.0,17.1
1607823900.0,17.1
1607824800.0,17.2
1607825700.0,17.3
1607826600.0,17.2
1607827500.0,17
1607828400.0,17
1607829300.0,17.1
1607830200.0,17.1
1607831100.0,17
1607832000.0,17
1607832900.0,17
1607833800.0,17.1
1607834700.0,17
1607835600.0,16.9
1607836500.0,18.1
1607837400.0,18.3
1607838300.0,18.2
1607839200.0,18.2
1607840100.0,18.1
1607841000.0,18
1607841900.0,17.9
1607842800.0,17.7
1607843700.0,17.6
1607844600.0,17.4
1607845500.0,17.1
1607846400.0,17.1
1607847300.0,16.9
1607848200.0,16.7
1607849100.0,16.5
1607850000.0,16.3
1607850900.0,16.3
1607851800.0,16.2
1607852700.0,16.2
1607853600.0,16.3
1607854500.0,16.4
1607855400.0,16.3
1607856300.0,16.3
1607857200.0,16.5
1607858100.0,16.6
1607859000.0,16.4
1607859900.0,16.3
1607860800.0,16.4
1607861700.0,16.6
1607862600.0,16.2
1607863500.0,16.2
1607864400.0,16.5
1607865300.0,16.6
1607866200.0,16.5
1607867100.0,16.5
1607868000.0,16.7
1607868900.0,16.7
1607869800.0,16.6
1607870700.0,16.9
1607871600.0,17
1607872500.0,17
1607873400.0,16.9
1607874300.0,16.8
1607875200.0,16.7
1607876100.0,16.9
1607877000.0,16.8
1607877900.0,16.7
1607878800.0,16.8
1607879700.0,16.9
1607880600.0,16.7
1607881500.0,16.8
1607882400.0,16.7
1607883300.0,16.4
1607884200.0,16.2
1607885100.0,16.3
1607886000.0,16.3
1607886900.0,16.3
1607887800.0,16.2
1607888700.0,16.1
1607889600.0,16.1
1607890500.0,16
1607891400.0,16.4
1607892300.0,16.3
1607893200.0,16.2
1607894100.0,16.8
1607895000.0,16.4
1607895900.0,16.9
1607896800.0,16.8
1607897700.0,16.4
1607898600.0,16.6
1607899500.0,16.9
1607900400.0,17
1607901300.0,16.2
1607902200.0,16.5
1607903100.0,16.6
1607904000.0,16.8
1607904000.0,16.8
1607904900.0,17
1607904900.0,17
1607905800.0,17
1607905800.0,17
1607906700.0,17.2
1607906700.0,17.2
1607907600.0,17.2
1607907600.0,17.2
1607908500.0,17.2
1607908500.0,17.2
1607909400.0,17.3
1607909400.0,17.3
1607910300.0,17.3
1607910300.0,17.3
1607911200.0,17.3
1607911200.0,17.3
1607912100.0,17.4
1607912100.0,17.4
1607913000.0,17.3
1607913000.0,17.3
1607913900.0,17.4
1607913900.0,17.4
1607914800.0,17.4
1607914800.0,17.4
1607915700.0,17.4
1607915700.0,17.4
1607916600.0,17.4
1607916600.0,17.4
1607917500.0,17.4
1607917500.0,17.4
1607918400.0,17.3
1607918400.0,17.3
1607919300.0,17.2
1607919300.0,17.2
1607920200.0,17.1
1607920200.0,17.1
1607921100.0,17
1607921100.0,17
1607922000.0,16.9
1607922000.0,16.9
1607922900.0,18.2
1607922900.0,18.2
1607923800.0,18.3
1607923800.0,18.3
1607924700.0,18.1
1607924700.0,18.1
1607925600.0,18
1607925600.0,18
1607926500.0,17.5
1607926500.0,17.5
1607927400.0,17.5
1607927400.0,17.5
1607928300.0,17.2
1607928300.0,17.2
1607929200.0,17
1607929200.0,17
1607930100.0,16.7
1607930100.0,16.7
1607931000.0,16.3
1607931000.0,16.3
1607931900.0,16.1
1607931900.0,16.1
1607932800.0,15.8
1607932800.0,15.8
1607933700.0,16.3
1607933700.0,16.3
1607934600.0,16.3
1607934600.0,16.3
1607935500.0,16.2
1607935500.0,16.2
1607936400.0,16.1
1607936400.0,16.1
1607937300.0,16
1607937300.0,16
1607938200.0,16
1607938200.0,16
1607939100.0,15.9
1607939100.0,15.9
1607940000.0,15.9
1607940000.0,15.9
1607940900.0,16.1
1607940900.0,16.1
1607941800.0,16.2
1607941800.0,16.2
1607942700.0,16.2
1607942700.0,16.2
1607943600.0,16.3
1607943600.0,16.3
